epoch,acc,loss,val_acc,val_loss
0,0.9014630119152517,0.2014075483861751,0.7684425320551483,0.8611763356451725
1,0.9065434656642234,0.18898502948819088,0.7690635674098039,0.9061213770672829
2,0.9071467695463282,0.18840348366057552,0.6985316949908537,0.9072745931670463
3,0.9068451176050392,0.18810294954171108,0.7683094530505793,0.8372556003759891
4,0.9079167758175133,0.18792810552262515,0.7682207337142,0.8175603341487541
5,0.9077977026832671,0.18787442963272064,0.7686199707279071,0.867445133847569
6,0.9080914164155749,0.18756715371678043,0.7684868917233381,0.8386062741317941
7,0.9080755399980854,0.18741081405614113,0.7685312513915277,0.864299174865353
8,0.9084327594017703,0.18732980819008255,0.7689304884052348,0.8987298992944209
9,0.9084645122376954,0.18706252481155702,0.7681320143778205,0.7933035184707468
10,0.9083613155199923,0.18726060307999282,0.768353812718769,0.8342009026786743
11,0.9083851301478826,0.18726213070380868,0.7689748480734245,0.8558679966076145
12,0.9087423495515674,0.18728025775939608,0.7687086900642864,0.8749671492674217
13,0.9090122486578776,0.18715712814375984,0.7685756110597174,0.8413504365874084
14,0.9088217316427998,0.18701954174476862,0.7691079270779936,0.8703088718388585
15,0.9089090519411208,0.18701690896143378,0.7687086900642864,0.8835563964869767
16,0.9090122486569313,0.1867376698193409,0.7685312513915277,0.8409209739612993
17,0.9087582259714226,0.18673895254023695,0.7682650933823896,0.838298576720826
18,0.9086391528362301,0.18683128323959483,0.7684868917233381,0.8698621053951463
19,0.9088455462687973,0.1868307075658626,0.7684868917233381,0.8440589999091533
20,0.9089725576115517,0.1867137075136603,0.7683094530505793,0.8085167835841811
21,0.9089328665685379,0.18655652824333016,0.7690635674098039,0.8663668191732259
22,0.908623276416375,0.18671667924538943,0.768353812718769,0.807844249715966
23,0.90910750716518,0.18663533901325682,0.7684425320551483,0.8524615678845189
24,0.909059877910819,0.1867526720493908,0.7690635674098039,0.8709259563902069
25,0.9088058552248373,0.18688627799138618,0.7689304884052348,0.8803893062951841
26,0.9089090519401746,0.18647970042839881,0.7683981723869586,0.8076745122922311
27,0.9084406976107516,0.18658034941032867,0.7687086900642864,0.8660032271437249
28,0.9092107038824099,0.18666632666018854,0.7690635674098039,0.8817095203965589
29,0.9089884340309338,0.18678725227232978,0.7685312513915277,0.8566822108830353
30,0.909337715224691,0.18647362621867472,0.7686199707279071,0.8676150116917616
31,0.9091392600011051,0.18657126958252318,0.7685756110597174,0.8559467347426132
32,0.9090995689557255,0.18659548791379427,0.7684868917233381,0.8279831916555211
33,0.909036063283402,0.186478107211877,0.7683981723869586,0.8515564741615774
34,0.9093139005982203,0.18633666689102474,0.7690635674098039,0.8768236853107291
35,0.9093694680606161,0.18647294626768743,0.7683981723869586,0.8091318984641763
36,0.9091710128384497,0.18658321776397305,0.7690635674098039,0.8654784760767378
37,0.9088693608957412,0.18637882037088704,0.7686199707279071,0.8464031729108348
38,0.9091471982110326,0.1864625573977767,0.7689748480734245,0.8685119083945343
39,0.9090678161193272,0.1863601479127264,0.7684868917233381,0.8790482076865961
40,0.9093774062710169,0.18640158459223974,0.7683094530505793,0.7890125718538696
41,0.9087582259700032,0.1863003327754016,0.768353812718769,0.843208404554109
42,0.9089963722394419,0.18637627944439314,0.7690635674098039,0.8773318101891459
43,0.9089646194030435,0.1863406996285944,0.7684868917233381,0.8554086563448958
44,0.9092345185084074,0.1863948070198622,0.7684425320551483,0.8112481663080654
