epoch,acc,loss,val_acc,val_loss
0,0.8823636811072151,0.32319012368559447,0.7411169764529483,0.5377274789763857
1,0.8858168020145493,0.3140093032746042,0.7411169764529483,0.531796812488971
2,0.8858247402240037,0.3135774100197671,0.7411169764529483,0.5387845763491531
3,0.8858247402225843,0.3132897143284065,0.7411169764529483,0.5387895713164792
4,0.8858247402225843,0.3130249879477645,0.7411169764529483,0.593275116627744
5,0.8858247402225843,0.31305718943529315,0.7411169764529483,0.5446152400101627
6,0.8858247402230573,0.31281666145359494,0.7411169764529483,0.5488366707719875
7,0.8858247402235305,0.312618976301125,0.7411169764529483,0.5387739760320559
8,0.8858247402225843,0.3125165739269898,0.7411169764529483,0.5939606161005552
9,0.8858247402235305,0.3124455248224219,0.7411169764529483,0.569994528910306
10,0.8858247402240037,0.31252892918647407,0.7411169764529483,0.5297681838280612
11,0.8858247402235305,0.312611322007331,0.7411169764529483,0.5509926632713659
12,0.8858247402225843,0.31234791478737267,0.7411169764529483,0.572761616326159
13,0.8858247402230573,0.31238037292647464,0.7411169764529483,0.5812324703252659
14,0.8858247402240037,0.3124999282433378,0.7411169764529483,0.5746950751301644
15,0.8858247402240037,0.3122053751696768,0.7411169764529483,0.5281383305165368
16,0.8858247402235305,0.31215511136806245,0.7411169764529483,0.5559231257994437
17,0.8858247402221111,0.3121786575523139,0.7411169764529483,0.5580308423228226
18,0.8858247402235305,0.31232981158401707,0.7411169764529483,0.5466999445109403
19,0.8858247402230573,0.31223633529358785,0.7411169764529483,0.5798593266594724
20,0.8858247402230573,0.31215189227437234,0.7411169764529483,0.5608111381919436
21,0.8858247402230573,0.3121240070542166,0.7411169764529483,0.562052244262095
22,0.8858247402225843,0.3121487869379351,0.7411169764529483,0.5383644132308378
23,0.8858247402225843,0.31210368389461984,0.7411169764529483,0.5915569352518246
24,0.8858247402244769,0.3120528904427386,0.7411169764529483,0.5409885796442782
25,0.8858247402240037,0.31189583346731353,0.7411169764529483,0.5556435792671832
26,0.8858247402230573,0.31194383085687677,0.7411169764529483,0.5498106622951866
27,0.8858247402225843,0.3120530317376799,0.7411169764529483,0.5607356648687747
28,0.8858247402235305,0.3118975694939345,0.7411169764529483,0.536419664821137
29,0.8858247402240037,0.3120816632733024,0.7411169764529483,0.5381700969210895
30,0.8858247402235305,0.3120753754365603,0.7411169764529483,0.5532718652952946
31,0.8858247402230573,0.3117987838764664,0.7411169764529483,0.6125948587789862
32,0.8858247402235305,0.3118069055665743,0.7411169764529483,0.5530365064653588
33,0.8858247402244769,0.31186956455419246,0.7411169764529483,0.5383084898147186
34,0.8858247402230573,0.31177104887257306,0.7411169764529483,0.5553856823433578
35,0.8858247402221111,0.3118340563898974,0.7411169764529483,0.5704266351939717
36,0.8858247402249501,0.3119115226456497,0.7411169764529483,0.5272362955472794
37,0.8858247402235305,0.3118479231002573,0.7411169764529483,0.5079394728388205
38,0.8858247402244769,0.3117352066216015,0.7411169764529483,0.5372735689842134
39,0.8858247402225843,0.31193954000497776,0.7411169764529483,0.5968290524247302
40,0.8858247402235305,0.3117550015255531,0.7411169764529483,0.5591634500512149
41,0.8858247402240037,0.3117554778271008,0.7411169764529483,0.5415389379684332
42,0.8858247402235305,0.31170232478054966,0.7411169764529483,0.5350834006494931
43,0.8858247402225843,0.31163528422319187,0.7411169764529483,0.5828574740574163
44,0.8858247402225843,0.31164929640277694,0.7411169764529483,0.5359588127056275
