epoch,acc,loss,val_acc,val_loss
0,0.9247299024403579,0.17456605643518727,0.7479483653541593,0.883565229265786
1,0.9453692457912378,0.1470442412090683,0.720800248422074,0.9538803077529889
2,0.9563557270208696,0.1365966204616151,0.7319788848058738,0.8961814143854613
3,0.9595389488223667,0.12773061222827695,0.7325999201605294,0.8904636881910739
4,0.9602851404670811,0.1225677209701944,0.7452867852627785,0.8309806139632125
5,0.9609837028569614,0.12003628194739213,0.7350397019109619,0.9400892709557253
6,0.9614203043509324,0.11879314430833443,0.7486581200451943,0.8762975398168342
7,0.9612218491268733,0.11773196899781979,0.7465732156402792,0.8726334008207889
8,0.9613488604701007,0.11676868621887773,0.7291842257099239,0.9353660644687164
9,0.9609519500215095,0.11607249177244228,0.7503437874364022,0.8142035852644917
10,0.961166281663531,0.11599008636509414,0.7361043339475143,0.9096307339216883
11,0.961269478380761,0.11550634462261664,0.7348179035700135,0.9000483317105596
12,0.9610154556933598,0.11530344362807221,0.732644279828719,0.9522963931977958
13,0.961372675098464,0.11487748471747568,0.7395200283981198,0.8861475033836854
14,0.9616108213669564,0.11448386729361647,0.7384553963615674,0.914484898777676
15,0.9614123661424242,0.11336901757623978,0.7446657499081228,0.9244308048659365
16,0.9614599953958388,0.1132820355733456,0.7432018808578633,0.8796220985791732
17,0.961507624651146,0.11281898827257093,0.7534933238778696,0.8609837614215002
18,0.961340922263012,0.11264322561244643,0.7534046045414902,0.8684267873643575
19,0.96132504584363,0.11260328015966348,0.7308698931011318,0.8988519879935908
20,0.9613171076346487,0.11243958560675205,0.7523843321731275,0.7800814890517257
21,0.9613567986790821,0.1121534599107508,0.7300270594055278,0.9398278503471802
22,0.9612218491264001,0.11148063730655992,0.7436454775397602,0.8589791917128787
23,0.9614361807698413,0.11118882289156687,0.7542474382370942,0.8327890761384671
24,0.961602883157502,0.1109459032630285,0.7354832985928587,0.9101413083902475
25,0.9615155628591809,0.11105268630938918,0.736547930629411,0.9046550738112408
26,0.9615631921125956,0.11072873041132753,0.7370358869794976,0.8753861104768346
27,0.9615870067400126,0.1101286314489895,0.7387215543707055,0.8809003693576355
28,0.9618886586808284,0.11018980001855679,0.7249256975637144,0.9819538149159237
29,0.9618013383820343,0.1094725898714974,0.7355720179292381,0.933440531511905
30,0.9616743270383337,0.10939584108571068,0.7339307102062198,0.9149136573693633
31,0.9617934001735261,0.10869720378534452,0.7355720179292381,0.9468085787162824
32,0.961904535098791,0.10804011159362988,0.7405846604346721,0.8951077813032499
33,0.9620315464439111,0.10839060348961188,0.7453755045991578,0.8768663304444241
34,0.9617457709191652,0.10775145004485516,0.7359712549429452,0.891207495612165
35,0.9621664959956467,0.10716242963184842,0.7492791553998498,0.8460627735977835
36,0.9620553610703818,0.10614277962373878,0.7251918555728525,0.9575365377721519
37,0.9621982488310987,0.10547094723644464,0.7319788848058738,0.9077407673602148
38,0.9624602097279544,0.10554231965349645,0.7463957769675205,0.8409092718195704
39,0.9624999007723878,0.1048585183572009,0.7409395377801896,0.8977875273835186
40,0.9628491819675645,0.1046855212392085,0.7486581200451943,0.8218450160128716
41,0.9628412437585832,0.10455334451804159,0.7430688018532943,0.880227794423478
42,0.9627856762957142,0.10408094969427853,0.729450383719062,0.9209802374954322
43,0.9623808276376684,0.10406283391087848,0.739342589725361,0.8614059047866766
44,0.9626507267435054,0.10380628662754313,0.7382335980206189,0.8600770015209531
